"matrix_id","case_id","artifact","path","sha256","bytes"
"02_buck_synchronous","c05_nominal_high_ripple","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\02_buck_synchronous\c05_nominal_high_ripple\design_result.md","591f7cda28a3a1a1bca6b6bd480c68d6e503c689b7ffbeb272604a6b70ad43f9","29369"
"03_boost_diode","c01_nominal_full_load","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\03_boost_diode\c01_nominal_full_load\design_request.md","d36322a91958062c8b5f7ca0ae15e5b2e52db2e74f5446852c5374e551aa4ee8","4975"
"03_boost_diode","c01_nominal_full_load","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\03_boost_diode\c01_nominal_full_load\design_result.md","7d55f3a38adbab4fb232bd5ffd2b21fa7b598d43c7657d09c7d31296d2003c1b","28157"
"03_boost_diode","c02_low_input_full_load","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\03_boost_diode\c02_low_input_full_load\design_request.md","87eae7350ad40a7e3450cb650c905bcd69baee6033035d80bbf702c885862ff4","4979"
"03_boost_diode","c02_low_input_full_load","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\03_boost_diode\c02_low_input_full_load\design_result.md","834c9bdd6a3555cf3d3c0b41301bcdee6fa476239f3e436c0587386f306f649e","28129"
"03_boost_diode","c03_high_input_full_load","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\03_boost_diode\c03_high_input_full_load\design_request.md","bbf42bf5bc724a8334e01487ae92f15bb86c3ae50f3b7d16c68742c1093a8efc","4981"
"03_boost_diode","c03_high_input_full_load","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\03_boost_diode\c03_high_input_full_load\design_result.md","7a5cefcb4eed97f21e17f4512ef5a37e1b9e8dded1158ca728a8a68c469e1d66","28173"
"03_boost_diode","c04_nominal_light_load_20pct","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\03_boost_diode\c04_nominal_light_load_20pct\design_request.md","2eca0879b141cb5f6e98ddeaa3e59df9d55b1c7c6b11a48c36575096a54c8c09","4988"
"03_boost_diode","c04_nominal_light_load_20pct","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\03_boost_diode\c04_nominal_light_load_20pct\design_result.md","3fd49eaf6931179ce24b20c713fa66c39d450147c2fbb484e875e53e4a59fd17","28257"
"03_boost_diode","c05_nominal_high_ripple","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\03_boost_diode\c05_nominal_high_ripple\design_request.md","119856ba8d0c533d89cfbd7cd81e540a38daf930ae850aabce362b3000b3852a","4981"
"03_boost_diode","c05_nominal_high_ripple","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\03_boost_diode\c05_nominal_high_ripple\design_result.md","5e2acdceb76fd39017b034f480bac3e78a6de2bc755f44aeabc8fc054c9e2a4d","28171"
"04_boost_synchronous","c01_nominal_full_load","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\04_boost_synchronous\c01_nominal_full_load\design_request.md","853bf1addb454fa9db8d3736e84f3549d67247c5cbabca135c9dce9f70af3f3b","5035"
"04_boost_synchronous","c01_nominal_full_load","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\04_boost_synchronous\c01_nominal_full_load\design_result.md","122c63a4bbd6ceb9b6aed0db90456825b7a375eb57c07cc8112d5082bd089026","28195"
"04_boost_synchronous","c02_low_input_full_load","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\04_boost_synchronous\c02_low_input_full_load\design_request.md","21747be19dd8aae8762f39e4e8806fe8d8de4bcab1bcf70800f7a742b85637d4","5039"
"04_boost_synchronous","c02_low_input_full_load","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\04_boost_synchronous\c02_low_input_full_load\design_result.md","f9247da715d07011cbe1a6fb4b7be71c0f7252a7c5cdf9a384c942edbab4dd2e","28147"
"04_boost_synchronous","c03_high_input_full_load","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\04_boost_synchronous\c03_high_input_full_load\design_request.md","c00f4d724d694892ff078510082f2f90b90b49ce32e9ea84791e3d4d1982fdbe","5041"
"04_boost_synchronous","c03_high_input_full_load","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\04_boost_synchronous\c03_high_input_full_load\design_result.md","2756f082b3aa790a11e741a2acfb82cc9b6be6a30fed9f3a209ef5e9183cd3a4","28206"
"04_boost_synchronous","c04_nominal_light_load_20pct","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\04_boost_synchronous\c04_nominal_light_load_20pct\design_request.md","62b6c66aa2dc793519856cc4d569fb8770335a23d0e815d85d8e5f35cb60e394","5048"
"04_boost_synchronous","c04_nominal_light_load_20pct","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\04_boost_synchronous\c04_nominal_light_load_20pct\design_result.md","b2a303bce609b0b43f19c8bee62f293de91f191eae1fc7d2f5c8f46887e5653c","28270"
"04_boost_synchronous","c05_nominal_high_ripple","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\04_boost_synchronous\c05_nominal_high_ripple\design_request.md","fad28bc62ac123ccac10f7ba4bafa721b7fb8374970414a8cb4b958efb0d2fdf","5041"
"04_boost_synchronous","c05_nominal_high_ripple","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\04_boost_synchronous\c05_nominal_high_ripple\design_result.md","657845348cbf2d374b2cb85132eec1c8aaad8df486a00fbb85eaa8ef796c531f","28207"
"05_buck_boost_diode","c01_nominal_full_load","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\05_buck_boost_diode\c01_nominal_full_load\design_request.md","6e573ac222d1e292a4914ba64c0a5668f36fc9a892c1b23f2c6aa371d7df6284","5257"
"05_buck_boost_diode","c01_nominal_full_load","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\05_buck_boost_diode\c01_nominal_full_load\design_result.md","4e2267e5c7f7d6cd221d7946f67de85ea685452d5d2ec2d84e4e591746c57134","28278"
"05_buck_boost_diode","c02_low_input_full_load","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\05_buck_boost_diode\c02_low_input_full_load\design_request.md","c1f4d3aaf1a845ce12a283b2dbf1ff32027f2b59bc862cdce22da70dc8432623","5261"
"05_buck_boost_diode","c02_low_input_full_load","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\05_buck_boost_diode\c02_low_input_full_load\design_result.md","5797cc50076c744c5c39cbf681426b16e185aace113d3259086feb429db39e7a","28277"
"05_buck_boost_diode","c03_high_input_full_load","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\05_buck_boost_diode\c03_high_input_full_load\design_request.md","5a570516942d8cdd31a8c8d10804c99f9415cabfcb193e7777bd452ce3de987e","5263"
"05_buck_boost_diode","c03_high_input_full_load","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\05_buck_boost_diode\c03_high_input_full_load\design_result.md","d5f2c3f08b68057e5cbae541f8f2d92c6acf632fe14fee960677297f2b214657","28281"
"05_buck_boost_diode","c04_nominal_light_load_20pct","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\05_buck_boost_diode\c04_nominal_light_load_20pct\design_request.md","c5353f6702870dbc4a12fcc5d64f5b63e3a82cdccd896ee37f6397e0066d8a5a","5270"
"05_buck_boost_diode","c04_nominal_light_load_20pct","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\05_buck_boost_diode\c04_nominal_light_load_20pct\design_result.md","fbfa8ad535b71eee68287139269f1799a0e8f1d0e989cffca5ba004d75ff1ea0","28266"
"05_buck_boost_diode","c05_nominal_high_ripple","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\05_buck_boost_diode\c05_nominal_high_ripple\design_request.md","2e09734f14da3b169dcb048c97d95854b23e32b3de4b223ceb807cd024db4c4f","5263"
"05_buck_boost_diode","c05_nominal_high_ripple","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\05_buck_boost_diode\c05_nominal_high_ripple\design_result.md","c207c0e4cd78b1f17b80dc7334153526d0c8612913f5c6972eb76025c0388a27","28263"
"06_flyback_ccm","c01_nominal_full_load","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\06_flyback_ccm\c01_nominal_full_load\design_request.md","f8a3b977b76df26cd7c903b425e459eaa121b0d0850d5f5b74551c2ab343d296","5664"
"06_flyback_ccm","c01_nominal_full_load","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\06_flyback_ccm\c01_nominal_full_load\design_result.md","2803a4ebc1c41ce8e74e81a648cd016ed6ada3be73b9576c8a9dd3808b7da6a8","29113"
"06_flyback_ccm","c02_low_input_full_load","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\06_flyback_ccm\c02_low_input_full_load\design_request.md","ccbc383eb22fdc369ae56f3b011bc905971d4c6d3f68102193a894e6542c1262","5668"
"06_flyback_ccm","c02_low_input_full_load","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\06_flyback_ccm\c02_low_input_full_load\design_result.md","908487ff48750a93f15db1c56f5471a8662aa62d0d1e62d8e6c0dc5e77499907","29130"
"06_flyback_ccm","c03_high_input_full_load","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\06_flyback_ccm\c03_high_input_full_load\design_request.md","25c67de059f5a90a53fae2f3039a8c28175dc2efb1406ba9f5073464995ce8c4","5670"
"06_flyback_ccm","c03_high_input_full_load","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\06_flyback_ccm\c03_high_input_full_load\design_result.md","5c3e6e588758f922fdbcd93a6af8ea0b0fe234bd2d95ea1768b658a9616e7e30","29128"
"06_flyback_ccm","c04_nominal_light_load_20pct","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\06_flyback_ccm\c04_nominal_light_load_20pct\design_request.md","46e3385c4b149871eec59acac2417fd49cb212b4fcbab6e453573a9e3f70f1e3","5678"
"06_flyback_ccm","c04_nominal_light_load_20pct","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\06_flyback_ccm\c04_nominal_light_load_20pct\design_result.md","688e5032f5b3a817978c6d6790dde3a251d2e49f8a3f3a93bdd628c9a3348d11","29332"
"06_flyback_ccm","c05_nominal_high_ripple","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\06_flyback_ccm\c05_nominal_high_ripple\design_request.md","83cd372f49d5b532aee0d5d3fddfeecbe274fdedfa45537d36a6295dcd4b7f77","5674"
"06_flyback_ccm","c05_nominal_high_ripple","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\06_flyback_ccm\c05_nominal_high_ripple\design_result.md","fefccad57fa4027b7d979514429256818e62fc1f3fbc58f4ed29a82f65819744","22665"
"07_psfb_diode","c01_nominal_full_load","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\07_psfb_diode\c01_nominal_full_load\design_request.md","4002c898489ae54350db14b12fd1b0ec1a989946225143dd202a15cfb7b23986","6484"
"07_psfb_diode","c01_nominal_full_load","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\07_psfb_diode\c01_nominal_full_load\design_result.md","33ea6ac797b2484cd4b42ba4265177b0782602bfcc1a9a20bb1b85e8690ac987","29638"
"07_psfb_diode","c02_low_input_full_load","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\07_psfb_diode\c02_low_input_full_load\design_request.md","2606f16f80ac1620e37180b1849b8d5bd6207dc2f03e599182731dd10dac8158","6488"
"07_psfb_diode","c02_low_input_full_load","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\07_psfb_diode\c02_low_input_full_load\design_result.md","92e587d4d2453d20edca7075750186071bb2cedd063b01ba305de7e3e0c12a63","29623"
"07_psfb_diode","c03_high_input_full_load","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\07_psfb_diode\c03_high_input_full_load\design_request.md","d81fd1cc69303025026de0a9ded95ca31a7ad4b681ec8fd0e85ba5d39093c649","6490"
"07_psfb_diode","c03_high_input_full_load","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\07_psfb_diode\c03_high_input_full_load\design_result.md","5725d6f5e0b33c3f725a14bcefb715cdbc9a7af753ab57bfbd13d41fb13a0d41","29657"
"07_psfb_diode","c04_nominal_light_load_20pct","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\07_psfb_diode\c04_nominal_light_load_20pct\design_request.md","6fb9824ac2530cf4d5d61f6d2edfed9fa9c000ab66aa10f41b0b16dd00354c69","6498"
"07_psfb_diode","c04_nominal_light_load_20pct","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\07_psfb_diode\c04_nominal_light_load_20pct\design_result.md","86aa1e05449aaef73d0a92ab3458061bb1990d81d0e623303d9f98f608e535aa","29625"
"07_psfb_diode","c05_nominal_very_light_load_10pct","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\07_psfb_diode\c05_nominal_very_light_load_10pct\design_request.md","4c6fa5e0803a9af07cb449e194b3c1dac94d639f45357a3d6e746785e66327cf","6507"
"07_psfb_diode","c05_nominal_very_light_load_10pct","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\07_psfb_diode\c05_nominal_very_light_load_10pct\design_result.md","6a04e869c6d7d9ad11ccb77e6ae7f4c4eaa218c057d7f4a7c5d948f6eddeae36","29609"
"07_psfb_diode","c06_nominal_high_frequency","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\07_psfb_diode\c06_nominal_high_frequency\design_request.md","9a28c6d9b3144f823cf9a864ec08a64e8248f20b8c6735d7df79999ecac4b52b","6494"
"07_psfb_diode","c06_nominal_high_frequency","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\07_psfb_diode\c06_nominal_high_frequency\design_result.md","06e5e8537bd06c8e9d6cb41e651835a82a273dc9aa32355941d3b8b0c68bf122","29655"
"07_psfb_diode","c07_nominal_high_ripple","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\07_psfb_diode\c07_nominal_high_ripple\design_request.md","4bccb7bbd2295e14d6d139165b2b7cbb8983a564db2ea53a401d9cf73fd132bb","6526"
"07_psfb_diode","c07_nominal_high_ripple","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\07_psfb_diode\c07_nominal_high_ripple\design_result.md","324c644bd0c7d4d42ec27702d5fc7e03d5b051f40d46326d4791cdc0f225970e","29614"
"08_llc_full_bridge_diode","c01_nominal_full_load","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\08_llc_full_bridge_diode\c01_nominal_full_load\design_request.md","bca1f203264764c494b907f46490e25e2be3957f97b406363537227b1fa3ea8b","5746"
"08_llc_full_bridge_diode","c01_nominal_full_load","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\08_llc_full_bridge_diode\c01_nominal_full_load\design_result.md","73248ba93467dc6ab13d4580f366dfb4c1271203759cb5266f66fee1efde0fbe","49180"
"08_llc_full_bridge_diode","c02_low_input_full_load","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\08_llc_full_bridge_diode\c02_low_input_full_load\design_request.md","5a52c09db18ab2cf19472c971f35287e1b0415c0800a55d04a80d7e015562ea8","6077"
"08_llc_full_bridge_diode","c02_low_input_full_load","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\08_llc_full_bridge_diode\c02_low_input_full_load\design_result.md","75b8fba883d4553feef0797bb8ffaf99205bdaa912e5b89bd11d0edbb35fe20b","49555"
"08_llc_full_bridge_diode","c03_high_input_full_load","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\08_llc_full_bridge_diode\c03_high_input_full_load\design_request.md","f2533244b2e4fe0072f580ec571d2b5798a25c2d5fcd2f68ad930797f2900802","6079"
"08_llc_full_bridge_diode","c03_high_input_full_load","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\08_llc_full_bridge_diode\c03_high_input_full_load\design_result.md","ce54f710b91accb0300f5c983c7dc76dfdcff76527b3a9663cc7f638cd02b8e4","49502"
"08_llc_full_bridge_diode","c04_nominal_light_load_20pct","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\08_llc_full_bridge_diode\c04_nominal_light_load_20pct\design_request.md","b3c8c00030e4cdf6253f6ffe6b09fc0045a79e3cfb46107e38f70a154b260747","6105"
"08_llc_full_bridge_diode","c04_nominal_light_load_20pct","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\08_llc_full_bridge_diode\c04_nominal_light_load_20pct\design_result.md","9b50990647103b79d677540b3ea7b889ca16f8bb58c9685cd8ba29c0d367abed","49515"
"08_llc_full_bridge_diode","c05_nominal_very_light_load_10pct","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\08_llc_full_bridge_diode\c05_nominal_very_light_load_10pct\design_request.md","0ab0f6de711e942a550427f41bad1ca1c92d1bcd27088985a61d9623bbea9abb","6115"
"08_llc_full_bridge_diode","c05_nominal_very_light_load_10pct","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\08_llc_full_bridge_diode\c05_nominal_very_light_load_10pct\design_result.md","1ccf5e5085af54567d40ff22c4502f4b24d4bde8470c8c4c983e3e81374560d7","49517"
"08_llc_full_bridge_diode","c06_nominal_high_frequency","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\08_llc_full_bridge_diode\c06_nominal_high_frequency\design_request.md","5cbd5231f2a8727793b5b7f399c379347c8d60b821f8baaa861aa4bee9e23094","6083"
"08_llc_full_bridge_diode","c06_nominal_high_frequency","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\08_llc_full_bridge_diode\c06_nominal_high_frequency\design_result.md","553b5cf8bba18a4562490451e4cd405c2b95ac8eb138ad92290ace15cc75c16c","49634"
"08_llc_full_bridge_diode","c07_nominal_relaxed_ripple","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\08_llc_full_bridge_diode\c07_nominal_relaxed_ripple\design_request.md","af512a0a552c1d5a5d82ba2a069a42a60839846d1ad2dd8dd57bb7ff12b6cb00","5762"
"08_llc_full_bridge_diode","c07_nominal_relaxed_ripple","design_result.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\08_llc_full_bridge_diode\c07_nominal_relaxed_ripple\design_result.md","7845fd425b26b1f158dccf1101eac152bc960a26fe4ae096d1adf53b6f16a2a3","49180"
"09_llc_half_bridge_diode","c01_nominal_full_load","design_request.md","C:\Users\Lumia\Documents\PE_Claw\PE_Claw260517_1_extracted\PE_Claw\design_requests\09_llc_half_bridge_diode\c01_nominal_full_load\design_request.md","11fe7fb04fc3b2c5071acbf9d8feffec21d5bb9c7e70a7674fb019606ebdb919","5758"
