path,action,source_prohibited_terms,target_prohibited_terms,reason
design_requests/01_buck_diode/c03_high_input_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/01_buck_diode/c04_nominal_light_load_20pct/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/01_buck_diode/c04_nominal_light_load_20pct/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/01_buck_diode/c04_nominal_light_load_20pct/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/01_buck_diode/c04_nominal_light_load_20pct/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/01_buck_diode/c05_nominal_high_ripple/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/01_buck_diode/c05_nominal_high_ripple/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/01_buck_diode/c05_nominal_high_ripple/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/01_buck_diode/c05_nominal_high_ripple/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/02_buck_synchronous/c01_nominal_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/02_buck_synchronous/c01_nominal_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/02_buck_synchronous/c01_nominal_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/02_buck_synchronous/c01_nominal_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/02_buck_synchronous/c02_low_input_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/02_buck_synchronous/c02_low_input_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/02_buck_synchronous/c02_low_input_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/02_buck_synchronous/c02_low_input_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/02_buck_synchronous/c03_high_input_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/02_buck_synchronous/c03_high_input_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/02_buck_synchronous/c03_high_input_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/02_buck_synchronous/c03_high_input_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/02_buck_synchronous/c04_nominal_light_load_20pct/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/02_buck_synchronous/c04_nominal_light_load_20pct/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/02_buck_synchronous/c04_nominal_light_load_20pct/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/02_buck_synchronous/c04_nominal_light_load_20pct/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/02_buck_synchronous/c05_nominal_high_ripple/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/02_buck_synchronous/c05_nominal_high_ripple/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/02_buck_synchronous/c05_nominal_high_ripple/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/02_buck_synchronous/c05_nominal_high_ripple/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/03_boost_diode/c01_nominal_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/03_boost_diode/c01_nominal_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/03_boost_diode/c01_nominal_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/03_boost_diode/c01_nominal_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/03_boost_diode/c02_low_input_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/03_boost_diode/c02_low_input_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/03_boost_diode/c02_low_input_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/03_boost_diode/c02_low_input_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/03_boost_diode/c03_high_input_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/03_boost_diode/c03_high_input_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/03_boost_diode/c03_high_input_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/03_boost_diode/c03_high_input_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/03_boost_diode/c04_nominal_light_load_20pct/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/03_boost_diode/c04_nominal_light_load_20pct/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/03_boost_diode/c04_nominal_light_load_20pct/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/03_boost_diode/c04_nominal_light_load_20pct/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/03_boost_diode/c05_nominal_high_ripple/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/03_boost_diode/c05_nominal_high_ripple/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/03_boost_diode/c05_nominal_high_ripple/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/03_boost_diode/c05_nominal_high_ripple/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/04_boost_synchronous/c01_nominal_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/04_boost_synchronous/c01_nominal_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/04_boost_synchronous/c01_nominal_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/04_boost_synchronous/c01_nominal_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/04_boost_synchronous/c02_low_input_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/04_boost_synchronous/c02_low_input_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/04_boost_synchronous/c02_low_input_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/04_boost_synchronous/c02_low_input_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/04_boost_synchronous/c03_high_input_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/04_boost_synchronous/c03_high_input_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/04_boost_synchronous/c03_high_input_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/04_boost_synchronous/c03_high_input_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/04_boost_synchronous/c04_nominal_light_load_20pct/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/04_boost_synchronous/c04_nominal_light_load_20pct/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/04_boost_synchronous/c04_nominal_light_load_20pct/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/04_boost_synchronous/c04_nominal_light_load_20pct/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/04_boost_synchronous/c05_nominal_high_ripple/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/04_boost_synchronous/c05_nominal_high_ripple/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/04_boost_synchronous/c05_nominal_high_ripple/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/04_boost_synchronous/c05_nominal_high_ripple/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/05_buck_boost_diode/c01_nominal_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/05_buck_boost_diode/c01_nominal_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/05_buck_boost_diode/c01_nominal_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/05_buck_boost_diode/c01_nominal_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/05_buck_boost_diode/c02_low_input_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/05_buck_boost_diode/c02_low_input_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/05_buck_boost_diode/c02_low_input_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/05_buck_boost_diode/c02_low_input_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/05_buck_boost_diode/c03_high_input_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/05_buck_boost_diode/c03_high_input_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/05_buck_boost_diode/c03_high_input_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/05_buck_boost_diode/c03_high_input_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/05_buck_boost_diode/c04_nominal_light_load_20pct/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/05_buck_boost_diode/c04_nominal_light_load_20pct/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/05_buck_boost_diode/c04_nominal_light_load_20pct/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/05_buck_boost_diode/c04_nominal_light_load_20pct/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/05_buck_boost_diode/c05_nominal_high_ripple/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/05_buck_boost_diode/c05_nominal_high_ripple/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/05_buck_boost_diode/c05_nominal_high_ripple/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/05_buck_boost_diode/c05_nominal_high_ripple/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/06_flyback_ccm/c01_nominal_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/06_flyback_ccm/c01_nominal_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/06_flyback_ccm/c01_nominal_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/06_flyback_ccm/c01_nominal_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/06_flyback_ccm/c02_low_input_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/06_flyback_ccm/c02_low_input_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/06_flyback_ccm/c02_low_input_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/06_flyback_ccm/c02_low_input_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/06_flyback_ccm/c03_high_input_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/06_flyback_ccm/c03_high_input_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/06_flyback_ccm/c03_high_input_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/06_flyback_ccm/c03_high_input_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/06_flyback_ccm/c04_nominal_light_load_20pct/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/06_flyback_ccm/c04_nominal_light_load_20pct/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/06_flyback_ccm/c04_nominal_light_load_20pct/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/06_flyback_ccm/c04_nominal_light_load_20pct/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/06_flyback_ccm/c05_nominal_high_ripple/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/06_flyback_ccm/c05_nominal_high_ripple/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/06_flyback_ccm/c05_nominal_high_ripple/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/06_flyback_ccm/c05_nominal_high_ripple/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c01_nominal_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c01_nominal_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c01_nominal_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c01_nominal_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c02_low_input_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c02_low_input_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c02_low_input_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c02_low_input_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c03_high_input_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c03_high_input_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c03_high_input_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c03_high_input_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c04_nominal_light_load_20pct/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c04_nominal_light_load_20pct/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c04_nominal_light_load_20pct/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c04_nominal_light_load_20pct/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c05_nominal_very_light_load_10pct/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c05_nominal_very_light_load_10pct/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c05_nominal_very_light_load_10pct/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c05_nominal_very_light_load_10pct/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c06_nominal_high_frequency/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c06_nominal_high_frequency/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c06_nominal_high_frequency/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c06_nominal_high_frequency/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c07_nominal_high_ripple/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c07_nominal_high_ripple/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c07_nominal_high_ripple/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/07_psfb_diode/c07_nominal_high_ripple/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c01_nominal_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c01_nominal_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c01_nominal_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c01_nominal_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c02_low_input_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c02_low_input_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c02_low_input_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c02_low_input_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c03_high_input_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c03_high_input_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c03_high_input_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c03_high_input_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c04_nominal_light_load_20pct/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c04_nominal_light_load_20pct/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c04_nominal_light_load_20pct/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c04_nominal_light_load_20pct/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c05_nominal_very_light_load_10pct/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c05_nominal_very_light_load_10pct/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c05_nominal_very_light_load_10pct/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c05_nominal_very_light_load_10pct/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c06_nominal_high_frequency/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c06_nominal_high_frequency/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c06_nominal_high_frequency/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c06_nominal_high_frequency/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c07_nominal_relaxed_ripple/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c07_nominal_relaxed_ripple/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c07_nominal_relaxed_ripple/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/08_llc_full_bridge_diode/c07_nominal_relaxed_ripple/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/09_llc_half_bridge_diode/c01_nominal_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/09_llc_half_bridge_diode/c01_nominal_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/09_llc_half_bridge_diode/c01_nominal_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/09_llc_half_bridge_diode/c01_nominal_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/09_llc_half_bridge_diode/c02_low_input_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/09_llc_half_bridge_diode/c02_low_input_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/09_llc_half_bridge_diode/c02_low_input_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/09_llc_half_bridge_diode/c02_low_input_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/09_llc_half_bridge_diode/c03_high_input_full_load/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/09_llc_half_bridge_diode/c03_high_input_full_load/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/09_llc_half_bridge_diode/c03_high_input_full_load/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/09_llc_half_bridge_diode/c03_high_input_full_load/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/09_llc_half_bridge_diode/c04_nominal_light_load_20pct/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/09_llc_half_bridge_diode/c04_nominal_light_load_20pct/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/09_llc_half_bridge_diode/c04_nominal_light_load_20pct/pe_claw_backend_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/09_llc_half_bridge_diode/c04_nominal_light_load_20pct/runner_readback.json,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/09_llc_half_bridge_diode/c05_nominal_very_light_load_10pct/design_request.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
design_requests/09_llc_half_bridge_diode/c05_nominal_very_light_load_10pct/design_result.md,exclude_agentic,,,Path belongs to the excluded AI/agentic/skills scope.
